text,text_type,topics,lewis_split,cgis_split,old_id,new_id,places,people,orgs,exchanges,date,title
"The Environmental Protection Agency
proposed rules to shield water supplies from potential leaks
from 1.4 mln underground storage tanks, nearly half of which
are used to store gasoline at service stations.
    It said the rules would require owners and operators of the
tanks containing petroleum products or certain hazardous
chemicals to monitor the tanks for leaks and, in case of leaks,
to notify appropriate authorities.
    The owners and operators of petroleum tanks would also be
financially responsible for any contamination, the EPA said.
    It said financial requirements for chemical tanks will be
proposed later.
    Hazardous tanks are regulated separately.
    EPA Administrator Lee Thomas said ""Thousands of underground
storage tanks are currently leaking and, without adequate
controls, many more can be expected to leak in the future,
endangering our nation's drinking-water supplies.""
    He added in a statement ""We intend to ensure that each
underground tank is either upgraded or closed down and that
safe operating and cleanup procedures are following to provide
maximum protection from any future leaks.""
 reuter
","""NORM""",['gas'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21548""","""12691""",['usa'],[],[],[], 2-APR-1987 15:05:45.68,EPA TO SHIELD WATER SUPPLY FROM GASOLINE LEAKS
"Seventeen miners who were
missing in a copper mine fire were found today and efforts were
underway to rescue them and 29 others who were trapped but safe
in an underground lunch room, officials said.
    The mine's owner, Noranda Inc., said one miner died in the
fire, six miners escaped unharmed, 29 made it to an underground
lunch room, where they had air and water, and 17 were later
found safe in other lunch rooms.
 Reuter
","""NORM""",['copper'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21549""","""12692""",['canada'],[],[],[], 2-APR-1987 15:07:11.67,SEVENTEEN MISSING COPPER MINERS FOUND ALIVE
"White House spokesman Marlin
Fitzwater said that comments made in congressional testimony by
Trade Representative Clayton Yeutter do not reflect the
government's position.
    Yeutter was questioned about the dollar during testimony to
the Senate Finance Committee. 
    Fitzwater said in a statement Yeutter's comments were in
response to a hypothetical question ""and do not reflect the
government's position.""
    ""I want to emphasize that only the president and the
secretray of the treasury are authorized to comment on the
dollar,"" the spokesman said.
    Yeutter, asked whether the U.S. trade deficit would improve
more if the value of the dollar dropped further, replied, ""That
should be a mathematical truism."" But he added that markets are
more complicated than that.
    He said he expected the current decline in the dollar to
show up soon in the decline in the value of imports.
 Reuter
","""NORM""",['dlr' 'money-fx'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21563""","""12693""",['usa'],['yeutter'],[],[], 2-APR-1987 15:10:07.63,WHITE HOUSE DISAVOWS YEUTTER COMMENTS ON DOLLAR
"&lt;Bank of Nova Scotia> said it raised its
U.S. dlr base lending rate in Canada to 8-1/4 pct from eight
pct, effective immediately.
 Reuter
","""NORM""",['interest'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21550""","""12694""",['canada'],[],[],[], 2-APR-1987 15:12:06.64,BANK OF NOVA SCOTIA RAISES U.S. DLR BASE RATE
"The Soviet Union has added 50,000
tonnes to its previous purchases of U.S. corn purchases, the
U.S. Agriculture Department said.
    In its Export Sales Report covering transactions in the
week ended March 26, the department said changes in
destinations of 250,000 tonnes of corn to the Soviet Union were
reported. However, 200,000 tonnes of the transaction was
reported under the daily reporting system.
    Total corn commitments for delivery in the fourth year of
the U.S.-USSR Grain Supply Agreement amount to 2,650,000 tonnes.
 Reuter
","""NORM""",['grain' 'corn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21551""","""12695""",['usa' 'ussr'],[],[],[], 2-APR-1987 15:13:35.43,USSR ADDS CORN TO PURCHASES -- USDA
"There is little scope for a substantial
increase in U.S. interest rates during 1987, said Federal
National Mortgage Association chairman David Maxwell.
    Speaking to the New York Financial Writers' Association,
Maxwell said he viewed this week's rise in U.S. banks' prime 
rates to 7-3/4 pct from 7-1/2 pct as a temporary phenomenon.
    ""I don't see a substantial rise in rates this year. If
anything, the Federal Reserve is more likely to ease than to
tighten (monetary policy) because so many sectors of the
economy are showing weakness,"" Maxwell said. Fannie Mae buys
mortgages from lenders and issues mortgage-backed securities.
    Maxwell said restructuring of Fannie Mae over the last two
years had limited its exposure to interest rate fluctuations. A
one pct rise in rates in 1987 would cost shareholders about 18
cts a share versus one dlr a share in 1981, he said.
    Maxwell also questioned the view that housing crowds out
other sectors of the economy from obtaining needed capital.
    ""There's no evidence that housing is crowding firms out of
the long-term debt market,"" he said. Both home mortgage debt
and long-term corporate debt grew at about equal annual rates
of about 13 pct in 1986 -- a year when mortgage originations of
442 billion dlrs needed record housing capital, he said.
 Reuter
","""NORM""",['interest'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21552""","""12696""",['usa'],[],[],[], 2-APR-1987 15:13:50.77,LITTLE SCOPE FOR U.S. RATE RISE - FANNIE MAE&lt;FNM>
"Corning Glass Works and Hazleton
Laboratories Corp jointly said they completed a merger of the
two companies in a deal valued at about 120 mln dlrs.
    A joint statement said Hazleton stockholders will receive
.5165 shares of Corning common for each Hazleton share.
    Hazleton, a supplier of biological and chemical services
and products, will operate as a Corning subsidiary under its
current management team, the statement said.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21553""","""12697""",['usa'],[],[],[], 2-APR-1987 15:14:21.12,"CORNING &lt;GLW>, HAZLETON &lt;HLC> COMPLETE MERGER"
"Lane Co said its baord
unanimously reaffirmed its support for a proposed merger with
Interco Inc, following a Lane board meeting.
    Lane said its board recommends that shareholders vote for
adoption of the merger at a special meeting of shareholders on
April 13.

 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21554""","""12698""",['usa'],[],[],[], 2-APR-1987 15:18:47.74,LANE &lt;LANE> BOARD SUPPORTS INTERCO &lt;ISS> MERGER
"Pay 'N Pak Stores, which previously
announced plans to explore all alternatives for maximizing
shareholder values, said it intends to consider investor Paul
Bilzerian's offer for the company in due course as part of that
process.
    Pay 'N Pak has already retained Salomon Brothers Inc to
assist it in exploring its alternatives.
    Retail analysts have stated that Pay' N Pak's alternatives
could include downsizing its operations, a leveraged buyout or
a combination with a friendly merger partner.
    Bilzerian, in a filing with the Securities and Exchange
Commission, said he is offering to buy all of the Pay 'N Pak
stock he does not already own for 19 dlrs per share.
    The Florida investor currently controls 9.9 pct of Pay 'N
Pak's stock.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21555""","""12699""",['usa'],[],[],[], 2-APR-1987 15:25:45.18,PAY'N PAK &lt;PNP> TO CONSIDER BILZERIAN OFFER
"A judge hearing the Bhopal gas
disaster case asked Union Carbide Corp &lt;UK> and the Indian
government to agree on interim compensation for the victims.
    Judge M.W. Deo said he had made the appeal because the
court case was likely to be a long struggle for the disaster
victims.
    The Indian government is demanding more than three billion
dlrs from Union Carbide on behalf of some 526,000 claimants
following the world's worst industrial disaster in December
1984.
    According to official Indian figures, 2,413 people were
killed and more than 200,000 injured when a cloud of methyl
isocyanate gas from a Union Carbide pesticide plant enveloped
Bhopal.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21556""","""12700""",['india'],[],[],[], 2-APR-1987 15:32:13.47,BHOPAL CASE JUDGE SEEKS INTERIM COMPENSATION
"Shoppers who buy Haagen-Daas ice cream,
Dijon mustard or Tuborg beer on their weekly trip to the
supermarket are soon to be the target of a promotional blitz
for national-brand ""gourmet"" coffees.
    General Foods, the largest U.S. coffee roaster, and A and
P, which shares the third place in the U.S. market, are the
only two national brand roasters so far to introduce the
higher-quality coffees into selected supermarkets.
    But industry insiders believe there is substantial growth
potential in upscale coffee, despite years of flat sales in
regular ground roast types.
    ""I would suspect General Foods will make a name for
themselves with their gourmet line,"" said a coffee trade
source. ""What it could do is really dent the small-store,
whole-bean business,"" the trade source added.
    The new lines are designed to appeal to a classic
advertising composite--the ""yuppie"" consumer.
    They buy fresh pasta, subscribe to Bon Appetit magazine and
were ""first on their block with a wok,"" as described by Karin
Brown, General Foods senior product manager for its new coffee,
called Private Collection out of GF's Maxwell House division.
    Paul Gallant, president of A and P's Compass Foods
subsidiary that makes the new A and P gourmet line, described
its potential appeal as ""a status thing.""
    At an initial price of 4.99 dlrs for 12 ounces it is
expensive, though not more so than high quality coffee sold in
small specialty stores. General Foods' Maxwell House Div. has
just cut the price on its new offering by 50 cents to 4.49 dlrs
for 12 ounces--a move competitor A and P is bound to imitate,
according to an A and P executive.
    Number two U.S. roaster Folgers has ""nothing to announce at
this point"" in the gourmet line, a spokesman said. Neither does
Hills Bros., a subsidiary of Nestle that shares the third and
fourth size market spot by volume with A and P.
    Competitors believe Folgers will watch the progress of
General Foods' offering, prepared to jump in if the market
takes off.
    General Foods and A and P hope their new products will help
push coffee sales out of the doldrums. Coffee consumption in
the United States has fallen 44 pct since 1962, according to a
1986 study by the International Coffee Organization. Sales show
no signs of picking up.
    Compass's Gallant blames the falloff on declines in coffee
quality since the 1960's and aggressive soft drink marketing.
    ""The national brands began to cheapen the blend in the name
of profit but spent 100 mln dlrs a year telling consumers this
was quality coffee,"" Gallant said.
    As a result, first time consumers never got a taste for the
brew. The first time a young consumer tries coffee, ""they turn
around and say 'My God this is awful, I think I'll have a
Coke',"" he said.
    Having now mostly written off the 16-25 age group, who have
confirmed their loyalty to soft drinks, coffee marketers are
aiming at the high income, free-spending, self-treating crowd
-- the yuppie composite.
    ""Where else are you going to go?,"" an industry source said.
""Kids aren't going to drink coffee, that's apparent. There are
no other markets. The only area that's not been promoted is
gourmet,"" he said.
    In addition to perking up sales, success in the gourmet
line could provide much higher margins to roasters than regular
ground roast coffees produce.
    Generally, retail prices are about twice the price of
green, unroasted coffee beans, taking into account the costs of
roasting, packaging and distribution, and then deducting
often-generous trade discounts. Supermarkets tend to sell
coffee near the trade price as a ""loss leader,"" a product
designed to draw shoppers into the store.
    But with the new gourmet lines, a different pricing
structure prevails, industry sources said. There is no trade
discounting and an emphasis on expensive packaging, including a
special valve designed to keep the beans fresher.
    Dealers said roasters were buying the higher quality green
beans at about 1.60 dlrs a lb. Thus, retail prices on gourmet
coffee are now almost three times the price of green.
    Targetted consumers seem willing to pay the difference.
General Foods claims 80 pct of consumers in their test market
surveys for Private Collection came back for more.
    And product manager Brown points to the success of more
expensive beers, mustard and ice cream, that began selling in
restricted high income areas and are now available in almost
every supermarket in the country.
    A and P is similarly optimistic. ""We think we'll do
extremely well in the gourmet market,"" Gallant said.
    Maxwell House is marketing its eight types of Private
Collection in selected high income areas, while A and P offers
its 14 different whole bean gourmet coffees, called 8 O'Clock
Royale, only in their own stores in Philadelphia, Baltimore,
New York, Atlanta and some other metropolitan areas.
 Reuter
","""NORM""",['coffee'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21557""","""12701""",['usa'],[],[],[], 2-APR-1987 15:33:26.07,GOURMET COFFEE MAKES U.S. SUPERMARKET DEBUT
